"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2017 March","California","Marin County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","2"
"2017 March","California","Marin County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","6"
"2017 March","California","Marin County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","12"
"2017 March","California","Marin County, CA","[Total]","[Total]","Credit Card","U.S. Currency","15"
"2017 March","California","Merced County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","6"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2017 March","California","Merced County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","10"
"2017 March","California","Merced County, CA","[Total]","[Total]","Credit Card","U.S. Currency","16"
"2017 March","California","Mono County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Mono County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Mono County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2017 March","California","Mono County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2017 March","California","Mono County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Mono County, CA","[Total]","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Monterey County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","6"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","3"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","2"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","4"
"2017 March","California","Monterey County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","16"
"2017 March","California","Monterey County, CA","[Total]","[Total]","Credit Card","U.S. Currency","22"
"2017 March","California","Napa County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","5"
"2017 March","California","Napa County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Napa County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","2"
"2017 March","California","Napa County, CA","[Total]","[Total]","Credit Card","U.S. Currency","7"
"2017 March","California","Nevada County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Nevada County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","2"
"2017 March","California","Nevada County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2017 March","California","Nevada County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2017 March","California","Nevada County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","2"
"2017 March","California","Nevada County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Nevada County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","9"
"2017 March","California","Nevada County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Nevada County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2017 March","California","Nevada County, CA","[Total]","[Total]","Credit Card","U.S. Currency","10"
"2017 March","California","Orange County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","1"
"2017 March","California","Orange County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","2"
"2017 March","California","Orange County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2017 March","California","Orange County, CA","Depository Institution","Check","Credit Card","U.S. Currency","5"
"2017 March","California","Orange County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","12"
"2017 March","California","Orange County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2017 March","California","Orange County, CA","Depository Institution","Embezzlement/Theft/Disappearance of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Orange County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2017 March","California","Orange County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","2"
"2017 March","California","Orange County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","2"
